"ec_num","comments"
"1.14.14.89","A cytochrome P-450 (heme-thiolate) protein. Acts on isoflavones with a 4'-methoxy group, such as formononetin and biochanin A. Involved in the biosynthesis of the pterocarpin phytoalexins medicarpin and maackiain. EC 1.14.14.90, isoflavone 2'-hydroxylase, is less specific and acts on other isoflavones as well as 4'-methoxyisoflavones."
"1.14.14.90","A cytochrome P-450 (heme-thiolate) protein. Acts on daidzein, formononetin and genistein. EC 1.14.14.89, 4'-methoxyisoflavone 2'-hydroxylase, has the same reaction but is more specific as it requires a 4'-methoxyisoflavone."
"1.14.14.91",A cytochrome P-450 (heme-thiolate) protein found in plants. The enzyme is involved in flavonoid biosynthesis.
"1.14.14.92",A cytochrome P-450 (heme-thiolate) protein found in Aspergillus fungi.
"1.14.14.93",A cytochrome P-450 (heme-thiolate) protein found in soybean. The product of the reaction is the biosynthetic precursor of the glyceollin phytoalexins.
"1.14.14.94",A cytochrome P-450 (heme-thiolate) protein found in mammals.
"1.14.14.95",A cytochrome P-450 (heme-thiolate) protein. This plant enzyme catalyses three steps in a pathway that leads to the biosynthesis of many sesquiterpenoid lactones.
"1.14.14.96","A cytochrome P-450 (heme-thiolate) protein, found in plants. It also acts on trans-5-O-(4-coumaroyl)shikimate."
"1.14.14.97","A cytochrome P-450 (heme-thiolate) protein involved in the biosynthesis of isoquinoline alkaloids in plants. It also hydroxylates (S)-cis-N-methyltetrahydrothalifendine, and (S)-cis-N-methyltetrahydropalmatine."
"1.14.14.98",A cytochrome P-450 (heme-thiolate) protein involved in benzophenanthridine alkaloid synthesis in higher plants.
"1.14.14.99",A cytochrome P-450 (heme-thiolate) protein from peppermint (Mentha piperita).
"1.14.14.100",A cytochrome P-450 (heme-thiolate) protein involved in benzophenanthridine alkaloid synthesis in higher plants.
"1.14.14.101",A cytochrome P-450 (heme-thiolate) protein from the plant Thalictrum bulgaricum.
"1.14.14.102",A cytochrome P-450 (heme-thiolate) protein involved in benzylisoquinoline alkaloid synthesis in higher plants.
"1.14.14.103",A cytochrome P-450 (heme-thiolate) protein from the plant Madagascar periwinkle (Catharanthus roseus).
"1.14.14.104",A cytochrome P-450 (heme-thiolate) protein from the plant Rauvolfia serpentina. Forms a stage in the biosynthesis of the indole alkaloid ajmaline.
"1.14.14.105",This microsomal cytochrome-P-450 (heme-thiolate) enzyme from the plant Taxus cuspidata is involved in the biosynthesis of the diterpenoid antineoplastic drug taxol (paclitaxel).
"1.14.14.106",This cytochrome-P-450(heme-thiolate) enzyme from the plant Taxus cuspidata is involved in the biosynthesis of the diterpenoid antineoplastic drug taxol (paclitaxel).
"1.14.14.107","A cytochrome P-450 (heme-thiolate) protein from plants. Catalyses three sucessive oxidations of ent-kaurenoic acid. The second step includes a ring-B contraction giving the gibbane skeleton. In pumpkin (Cucurbita maxima) ent-6alpha,7alpha-dihydroxykaur-16-en-19-oate is also formed."
"1.14.14.108","A Baeyer-Villiger monooxygenase isolated from camphor-grown strains of Pseudomonas putida and encoded on the cam plasmid. Involved in the degradation of (+)-camphor. Requires a dedicated NADH-FMN reductase [cf. EC 1.5.1.42, FMN reductase (NADH)] [1-3]. Can accept several bicyclic ketones including (+)- and (-)-camphor [6] and adamantanone [4]. The product spontaneously converts to [(1R)-2,2,3-trimethyl-5-oxocyclopent-3-enyl]acetate."
"1.14.14.109","A cytochrome P-450 (heme-thiolate) protein. The enzyme is involved in the biosynthesis of protective and allelophatic benzoxazinoids in some plants, most commonly from the family of Poaceae (grasses)."
"1.14.14.110","A cytochrome P-450 (heme-thiolate) protein. The enzyme is involved in the biosynthesis of protective and allelophatic benzoxazinoids in some plants, most commonly from the family of Poaceae (grasses)."
"1.14.14.111",A cytochrome P-450 (heme-thiolate) protein. The enzyme from rice (Oryza sativa) is involved in the biosynthesis of the phytoalexin momilactone. It also acts similarly on 9beta-stemod-13(17)-ene.
"1.14.14.112",A cytochrome P-450 (heme-thiolate) protein. The enzyme from rice (Oryza sativa) is involved in the biosynthesis of the antifungal phytocassanes.
"1.14.14.113",A cytochrome P-450 (heme-thiolate) protein. The recommended numbering of humulene gives 10-hydroxy-alpha-humulene as the product rather than 8-hydroxy-alpha-humulene as used by the reference. See {iupac/sectionF/index::Section F: Natural Product Nomenclature}.
"1.14.14.114",A cytochrome P-450 (heme-thiolate) protein. Cloned from the plant Artemisia annua (sweet wormwood). Part of the biosynthetic pathway of artemisinin.
"1.14.14.115",A cytochrome P-450 (heme-thiolate) protein. The enzyme from the plant Glycyrrhiza uralensis (licorice) is involved in the biosynthesis of the triterpenoid saponin glycyrrhizin. The enzyme from the plant Medicago truncatula can also hydroxylate beta-amyrin.
"1.14.14.116",A cytochrome P-450 (heme-thiolate) protein isolated from the saprophytic mold Aspergillus parasiticus. Involved in aflatoxin biosynthesis. Does not react with (1'R)-averantin.
"1.14.14.117",A cytochrome P-450 (heme-thiolate) protein. Isolated from the mold Aspergillus parasiticus.
"1.14.14.118","A cytochrome P-450 (heme-thiolate) protein. Involved in the biosynthetic pathways of several indole alkaloids such as tryprostatins, fumitremorgins and verruculogen."
"1.14.14.119",A cytochrome P-450 (heme-thiolate) protein. Involved in the biosynthetic pathway of the indole alkaloid verruculogen.
"1.14.14.120",A cytochrome P-450 (heme-thiolate) protein isolated from ginseng (Panax ginseng). Involved in the biosynthetic pathway of ginsenosides.
"1.14.14.121",A cytochrome P-450 (heme-thiolate) protein isolated from the rhizomes of ginseng (Panax ginseng). Involved in the biosynthetic pathway of ginsenosides.
"1.14.14.122",A cytochrome P-450 (heme-thiolate) protein. Isolated from Oryza sativa (rice). Oryzalexin E is a phytoalexin.
"1.14.14.123",A cytochrome P-450 (heme-thiolate) protein. Isolated from Oryza sativa (rice). Oryzalexin D is a phytoalexin.
"1.14.14.124","A cytochrome P-450 (heme-thiolate) protein. The dehydration of 3alpha-hydroxy-3,5-dihydromonacolin L acid is believed to be spontaneous [1,2]. The enzyme from fungi also catalyses the reaction of EC 1.14.14.125, monacolin L hydroxylase [3]."
"1.14.14.125","A cytochrome P-450 (heme-thiolate) protein. The enzyme from fungi also catalyses the reaction of EC 1.14.14.124, dihydromonacolin L hydroxylase."
"1.14.14.126","A cytochrome P-450 (heme-thiolate) protein found in plants. The enzyme is involved in the biosynthesis of oleanane-type triterpenoids, such as ginsenoside Ro. The enzyme from Medicago truncatula (barrel medic) (CYP716A12) can also convert alpha-amyrin and lupeol to ursolic acid and betulinic acid, respectively. The enzyme from Maesa lanceolata (false assegai) (CYP16A75) does not catalyse the reaction to completion, resulting in accumulation of both intermediates."
"1.14.14.127","A cytochrome P-450 (heme-thiolate) protein. The enzyme, found in insects except for Lepidoptera (moths and butterflies) is specific for methyl farnesoate (cf. EC 1.14.14.128, farnesoate epoxidase) [1,2]. "
"1.14.14.128","A cytochrome P-450 (heme-thiolate) protein. The enzyme, found in Lepidoptera (moths and butterflies), is specific for farnesoate (cf. EC 1.14.14.127, methyl farnesoate epoxidase) [1,2]. It is involved in the synthesis of juvenile hormone."
"1.14.14.129","A cytochrome P-450 (heme-thiolate) protein. The enzymes from solanaceous plants are involved in the biosynthesis of stigmatic estolide, a lipid-based polyester that forms a major component of the exudate."
"1.14.14.130","A cytochrome P-450 (heme-thiolate) protein found in plants. The enzyme is involved in the synthesis of sporopollenin - a complex polymer found at the outer layer of spores and pollen. It can also act on decanoate (C10), myristate (C14), and palmitate (C16) with lower activity. The enzyme also produces a small amount of products that are hydroxylated at neighboring positions (C-6, C-8 and C-9)."
"1.14.14.131","A cytochrome P-450 (heme-thiolate) protein characterized from the plant Sinopodophyllum hexandrum. The enzyme is involved in the biosynthetic pathway of podophyllotoxin, a non-alkaloid toxin lignan whose derivatives are important anticancer drugs."
"1.14.14.132","A cytochrome P-450 (heme-thiolate) protein characterized from the plant Sinopodophyllum hexandrum. The enzyme produces the direct precursor to etoposide, a potent anticancer drug. It can also act on (-)-deoxypodophyllotoxin with lower efficiency."
"1.14.14.133","A cytochrome P-450 (heme-thiolate) protein that uses a flavodoxin-like redox partner to reduce the heme iron. Isolated from the bacterium Citrobacter braakii, which can use 1,8-cineole as the sole source of carbon."
"1.14.14.134",A cytochrome P-450 (heme-thiolate) protein. Found in plants and participates in the biosynthesis of soybean saponins.
"1.14.14.135",A cytochrome P-450 (heme-thiolate) protein purified from soybean.
"1.14.14.136",A cytohrome P-450 (heme-thiolate) protein isolated from the plant Rauvolfia serpentina.
"1.14.14.137","A cytochrome P-450 (heme-thiolate) protein found in plants. Catalyses the first step in the oxidative degradation of abscisic acid and is considered to be the pivotal enzyme in controlling the rate of degradation of this plant hormone [1]. CO inhibits the reaction, but its effects can be reversed by the presence of blue light [1]. The 8'-hydroxyabscisate formed can be converted into (-)-phaseic acid, most probably spontaneously."
"1.14.14.138",A cytochrome P-450 (heme-thiolate) protein from Mesocricetus auratus (golden hamster). Expression of the gene for this enzyme is 50-fold higher in male compared to female hamsters [1].
"1.14.14.139","A cytochrome P-450 (heme-thiolate) protein found in mammals. This is the key enzyme in the biosynthesis of the bile acid cholate. The enzyme can also hydroxylate 5beta-cholestane-3alpha,7alpha-diol at the 25 and 26 position, but to a lesser extent [2]."
"1.14.14.140","A cytochrome P-450 (heme-thiolate) protein isolated from licorice plants (Glycyrrhiza echinata L.). The immediate product is likely 2-hydroxyliquiritigenin, which spontaneously rearranges to form licodione."
"1.14.14.141","This microsomal cytochrome P-450 (heme-thiolate) enzyme is rather specific for (+)-marmesin, although it can also accept 5-hydroxymarmesin to a much lesser extent. Furanocoumarins protect plants from fungal invasion and herbivore attack. (+)-Columbianetin, the angular furanocoumarin analogue of the linear furanocoumarin (+)-marmesin, acts as a competitive inhibitor even though it is not a substrate."
"1.14.14.142","A membrane-bound cytochrome P-450 (heme-thiolate) protein that is associated with the endoplasmic reticulum [1,2]. This enzyme is specific for sophoraflavanone B as substrate. Along with EC 2.5.1.70 (naringenin 8-dimethylallyltransferase) and EC 2.5.1.71 (leachianone G 2''-dimethylallyltransferase), this enzyme forms part of the sophoraflavanone G biosynthetic pathway."
"1.14.14.143","A cytochrome P-450 (heme-thiolate) protein. The conversion of substrate into product involves the hydroxylation of the syn-methyl (C9), intramolecular cyclization to the hemiketal and dehydration to the furan [1]. This is the second cytochrome P-450-mediated step of monoterpene metabolism in peppermint, with the other step being catalysed by EC 1.14.14.99, (S)-limonene 3-monooxygenase [1]."
"1.14.14.144",A cytochrome P-450 (heme-thiolate) protein. This enzyme catalyses a step in the pathway of abietic acid biosynthesis. The activity has been demonstrated in cell-free stem extracts of Abies grandis (grand fir) and Pinus contorta (lodgepole pine). Activity is induced by wounding of the plant tissue [2].
"1.14.14.145","A cytochrome P-450 (heme-thiolate) protein. This enzyme catalyses a step in the pathway of abietic acid biosynthesis. The activity has been demonstrated in cell-free stem extracts of Abies grandis (grand fir) and Pinus contorta (lodgepole pine) [1], and the gene encoding the enzyme has been identified in Pinus taeda (loblolly pine) [3]. The recombinant enzyme catalyses the oxidation of multiple diterpene alcohol and aldehydes, including levopimaradienol, isopimara-7,15-dienol, isopimara-7,15-dienal, dehydroabietadienol and dehydroabietadienal. It is not able to oxidize abietadiene."
